Simulation,Format,Player,Wins
174,FFA_Round3,PRO_BCTV,9.0
174,FFA_Round3,StarDoM,0.0
174,FFA_Round3,[Stud]Lovish,6.0
174,FFA_Round3,[HypE]RupeDogg,3.0
174,FFA_Round3,TM_8D,0.0
174,FFA_Round3,Darth_Revan,6.0
174,FFA_Round3,Blodir,5.0
175,FFA_Round3,NapoleonBlownapart,2.0
175,FFA_Round3,PRO_BCTV,8.0
175,FFA_Round3,StarDoM,2.0
175,FFA_Round3,[Stud]Lovish,3.0
175,FFA_Round3,[HypE]RupeDogg,3.0
175,FFA_Round3,TM_8D,6.0
175,FFA_Round3,Darth_Revan,5.0
175,FFA_Round3,Blodir,3.0
176,FFA_Round3,NapoleonBlownapart,0.0
176,FFA_Round3,PRO_BCTV,7.0
176,FFA_Round3,StarDoM,5.0
176,FFA_Round3,[Stud]Lovish,5.0
176,FFA_Round3,[HypE]RupeDogg,0.0
176,FFA_Round3,TM_8D,4.0
176,FFA_Round3,Darth_Revan,3.0
176,FFA_Round3,Blodir,8.0
177,FFA_Round3,NapoleonBlownapart,1.0
177,FFA_Round3,PRO_BCTV,6.0
177,FFA_Round3,StarDoM,1.0
177,FFA_Round3,[Stud]Lovish,4.0
177,FFA_Round3,[HypE]RupeDogg,3.0
177,FFA_Round3,TM_8D,5.0
177,FFA_Round3,Darth_Revan,10.0
177,FFA_Round3,Blodir,2.0
178,FFA_Round3,NapoleonBlownapart,1.0
178,FFA_Round3,PRO_BCTV,6.0
178,FFA_Round3,StarDoM,10.0
178,FFA_Round3,[Stud]Lovish,4.0
178,FFA_Round3,[HypE]RupeDogg,0.0
178,FFA_Round3,TM_8D,2.0
178,FFA_Round3,Darth_Revan,4.0
178,FFA_Round3,Blodir,5.0
179,FFA_Round3,NapoleonBlownapart,1.0
179,FFA_Round3,PRO_BCTV,8.0
179,FFA_Round3,StarDoM,1.0
179,FFA_Round3,[Stud]Lovish,4.0
179,FFA_Round3,[HypE]RupeDogg,3.0
179,FFA_Round3,TM_8D,3.0
179,FFA_Round3,Darth_Revan,6.0
179,FFA_Round3,Blodir,6.0
180,FFA_Round3,NapoleonBlownapart,0.0
180,FFA_Round3,PRO_BCTV,4.0
180,FFA_Round3,StarDoM,4.0
180,FFA_Round3,[Stud]Lovish,5.0
180,FFA_Round3,[HypE]RupeDogg,1.0
180,FFA_Round3,TM_8D,2.0
180,FFA_Round3,Darth_Revan,5.0
180,FFA_Round3,Blodir,11.0
181,FFA_Round3,NapoleonBlownapart,2.0
181,FFA_Round3,PRO_BCTV,5.0
181,FFA_Round3,StarDoM,3.0
181,FFA_Round3,[Stud]Lovish,1.0
181,FFA_Round3,[HypE]RupeDogg,2.0
181,FFA_Round3,TM_8D,2.0
181,FFA_Round3,Darth_Revan,6.0
181,FFA_Round3,Blodir,11.0
182,FFA_Round3,NapoleonBlownapart,2.0
182,FFA_Round3,PRO_BCTV,4.0
182,FFA_Round3,StarDoM,4.0
182,FFA_Round3,[Stud]Lovish,4.0
182,FFA_Round3,[HypE]RupeDogg,0.0
182,FFA_Round3,TM_8D,5.0
182,FFA_Round3,Darth_Revan,4.0
182,FFA_Round3,Blodir,9.0
183,FFA_Round3,NapoleonBlownapart,1.0
183,FFA_Round3,PRO_BCTV,7.0
183,FFA_Round3,StarDoM,5.0
183,FFA_Round3,[Stud]Lovish,4.0
183,FFA_Round3,[HypE]RupeDogg,2.0
183,FFA_Round3,TM_8D,4.0
183,FFA_Round3,Darth_Revan,5.0
183,FFA_Round3,Blodir,4.0
184,FFA_Round3,NapoleonBlownapart,2.0
184,FFA_Round3,PRO_BCTV,4.0
184,FFA_Round3,StarDoM,6.0
184,FFA_Round3,[Stud]Lovish,4.0
184,FFA_Round3,[HypE]RupeDogg,0.0
184,FFA_Round3,TM_8D,5.0
184,FFA_Round3,Darth_Revan,7.0
184,FFA_Round3,Blodir,4.0
185,FFA_Round3,NapoleonBlownapart,3.0
185,FFA_Round3,PRO_BCTV,7.0
185,FFA_Round3,StarDoM,4.0
185,FFA_Round3,[Stud]Lovish,6.0
185,FFA_Round3,[HypE]RupeDogg,2.0
185,FFA_Round3,TM_8D,2.0
185,FFA_Round3,Darth_Revan,4.0
185,FFA_Round3,Blodir,4.0
186,FFA_Round3,NapoleonBlownapart,2.0
186,FFA_Round3,PRO_BCTV,4.0
186,FFA_Round3,StarDoM,5.0
186,FFA_Round3,[Stud]Lovish,2.0
186,FFA_Round3,[HypE]RupeDogg,0.0
186,FFA_Round3,TM_8D,3.0
186,FFA_Round3,Darth_Revan,7.0
186,FFA_Round3,Blodir,9.0
187,FFA_Round3,NapoleonBlownapart,1.0
187,FFA_Round3,PRO_BCTV,7.0
187,FFA_Round3,StarDoM,2.0
187,FFA_Round3,[Stud]Lovish,4.0
187,FFA_Round3,[HypE]RupeDogg,1.0
187,FFA_Round3,TM_8D,4.0
187,FFA_Round3,Darth_Revan,6.0
187,FFA_Round3,Blodir,7.0
188,FFA_Round3,NapoleonBlownapart,2.0
188,FFA_Round3,PRO_BCTV,4.0
188,FFA_Round3,StarDoM,4.0
188,FFA_Round3,[Stud]Lovish,2.0
188,FFA_Round3,[HypE]RupeDogg,2.0
188,FFA_Round3,TM_8D,5.0
188,FFA_Round3,Darth_Revan,8.0
188,FFA_Round3,Blodir,5.0
189,FFA_Round3,NapoleonBlownapart,2.0
189,FFA_Round3,PRO_BCTV,4.0
189,FFA_Round3,StarDoM,5.0
189,FFA_Round3,[Stud]Lovish,5.0
189,FFA_Round3,[HypE]RupeDogg,1.0
189,FFA_Round3,TM_8D,9.0
189,FFA_Round3,Darth_Revan,3.0
189,FFA_Round3,Blodir,3.0
190,FFA_Round3,NapoleonBlownapart,2.0
190,FFA_Round3,PRO_BCTV,6.0
190,FFA_Round3,StarDoM,5.0
190,FFA_Round3,[Stud]Lovish,3.0
190,FFA_Round3,[HypE]RupeDogg,3.0
190,FFA_Round3,TM_8D,3.0
190,FFA_Round3,Darth_Revan,6.0
190,FFA_Round3,Blodir,4.0
191,FFA_Round3,NapoleonBlownapart,3.0
191,FFA_Round3,PRO_BCTV,6.0
191,FFA_Round3,StarDoM,2.0
191,FFA_Round3,[Stud]Lovish,5.0
191,FFA_Round3,[HypE]RupeDogg,7.0
191,FFA_Round3,TM_8D,4.0
191,FFA_Round3,Darth_Revan,2.0
191,FFA_Round3,Blodir,3.0
192,FFA_Round3,NapoleonBlownapart,3.0
192,FFA_Round3,PRO_BCTV,4.0
192,FFA_Round3,StarDoM,4.0
192,FFA_Round3,[Stud]Lovish,2.0
192,FFA_Round3,[HypE]RupeDogg,5.0
192,FFA_Round3,TM_8D,0.0
192,FFA_Round3,Darth_Revan,7.0
192,FFA_Round3,Blodir,7.0
193,FFA_Round3,NapoleonBlownapart,5.0
193,FFA_Round3,PRO_BCTV,3.0
193,FFA_Round3,StarDoM,5.0
193,FFA_Round3,[Stud]Lovish,4.0
193,FFA_Round3,[HypE]RupeDogg,4.0
193,FFA_Round3,TM_8D,5.0
193,FFA_Round3,Darth_Revan,1.0
193,FFA_Round3,Blodir,5.0
194,FFA_Round3,NapoleonBlownapart,0.0
194,FFA_Round3,PRO_BCTV,7.0
194,FFA_Round3,StarDoM,4.0
194,FFA_Round3,[Stud]Lovish,4.0
194,FFA_Round3,[HypE]RupeDogg,0.0
194,FFA_Round3,TM_8D,4.0
194,FFA_Round3,Darth_Revan,4.0
194,FFA_Round3,Blodir,9.0
195,FFA_Round3,NapoleonBlownapart,3.0
195,FFA_Round3,PRO_BCTV,4.0
195,FFA_Round3,StarDoM,4.0
195,FFA_Round3,[Stud]Lovish,2.0
195,FFA_Round3,[HypE]RupeDogg,6.0
195,FFA_Round3,TM_8D,3.0
195,FFA_Round3,Darth_Revan,5.0
195,FFA_Round3,Blodir,5.0
196,FFA_Round3,NapoleonBlownapart,2.0
196,FFA_Round3,PRO_BCTV,7.0
196,FFA_Round3,StarDoM,5.0
196,FFA_Round3,[Stud]Lovish,4.0
196,FFA_Round3,[HypE]RupeDogg,1.0
196,FFA_Round3,TM_8D,2.0
196,FFA_Round3,Darth_Revan,8.0
196,FFA_Round3,Blodir,3.0
197,FFA_Round3,NapoleonBlownapart,4.0
197,FFA_Round3,PRO_BCTV,4.0
197,FFA_Round3,StarDoM,4.0
197,FFA_Round3,[Stud]Lovish,2.0
197,FFA_Round3,[HypE]RupeDogg,0.0
197,FFA_Round3,TM_8D,6.0
197,FFA_Round3,Darth_Revan,9.0
197,FFA_Round3,Blodir,3.0
198,FFA_Round3,NapoleonBlownapart,1.0
198,FFA_Round3,PRO_BCTV,3.0
198,FFA_Round3,StarDoM,6.0
198,FFA_Round3,[Stud]Lovish,0.0
198,FFA_Round3,[HypE]RupeDogg,3.0
198,FFA_Round3,TM_8D,4.0
198,FFA_Round3,Darth_Revan,9.0
198,FFA_Round3,Blodir,6.0
199,FFA_Round3,NapoleonBlownapart,4.0
199,FFA_Round3,PRO_BCTV,5.0
199,FFA_Round3,StarDoM,6.0
199,FFA_Round3,[Stud]Lovish,2.0
199,FFA_Round3,[HypE]RupeDogg,2.0
199,FFA_Round3,TM_8D,1.0
199,FFA_Round3,Darth_Revan,4.0
199,FFA_Round3,Blodir,8.0
200,FFA_Round3,NapoleonBlownapart,1.0
200,FFA_Round3,PRO_BCTV,7.0
200,FFA_Round3,StarDoM,2.0
200,FFA_Round3,[Stud]Lovish,2.0
200,FFA_Round3,[HypE]RupeDogg,2.0
200,FFA_Round3,TM_8D,2.0
200,FFA_Round3,Darth_Revan,11.0
200,FFA_Round3,Blodir,5.0
201,FFA_Round3,NapoleonBlownapart,2.0
201,FFA_Round3,PRO_BCTV,7.0
201,FFA_Round3,StarDoM,2.0
201,FFA_Round3,[Stud]Lovish,4.0
201,FFA_Round3,[HypE]RupeDogg,1.0
201,FFA_Round3,TM_8D,2.0
201,FFA_Round3,Darth_Revan,8.0
201,FFA_Round3,Blodir,6.0
202,FFA_Round3,NapoleonBlownapart,1.0
202,FFA_Round3,PRO_BCTV,12.0
202,FFA_Round3,StarDoM,3.0
202,FFA_Round3,[Stud]Lovish,1.0
202,FFA_Round3,[HypE]RupeDogg,1.0
202,FFA_Round3,TM_8D,6.0
202,FFA_Round3,Darth_Revan,4.0
202,FFA_Round3,Blodir,4.0
203,FFA_Round3,NapoleonBlownapart,3.0
203,FFA_Round3,PRO_BCTV,8.0
203,FFA_Round3,StarDoM,5.0
203,FFA_Round3,[Stud]Lovish,6.0
203,FFA_Round3,[HypE]RupeDogg,0.0
203,FFA_Round3,TM_8D,3.0
203,FFA_Round3,Darth_Revan,6.0
203,FFA_Round3,Blodir,1.0
204,FFA_Round3,NapoleonBlownapart,4.0
204,FFA_Round3,PRO_BCTV,8.0
204,FFA_Round3,StarDoM,1.0
204,FFA_Round3,[Stud]Lovish,1.0
204,FFA_Round3,[HypE]RupeDogg,1.0
204,FFA_Round3,TM_8D,5.0
204,FFA_Round3,Darth_Revan,5.0
204,FFA_Round3,Blodir,7.0
205,FFA_Round3,NapoleonBlownapart,2.0
205,FFA_Round3,PRO_BCTV,9.0
205,FFA_Round3,StarDoM,6.0
205,FFA_Round3,[Stud]Lovish,2.0
205,FFA_Round3,[HypE]RupeDogg,2.0
205,FFA_Round3,TM_8D,2.0
205,FFA_Round3,Darth_Revan,7.0
205,FFA_Round3,Blodir,2.0
206,FFA_Round3,NapoleonBlownapart,3.0
206,FFA_Round3,PRO_BCTV,6.0
206,FFA_Round3,StarDoM,5.0
206,FFA_Round3,[Stud]Lovish,6.0
206,FFA_Round3,[HypE]RupeDogg,3.0
206,FFA_Round3,TM_8D,3.0
206,FFA_Round3,Darth_Revan,4.0
206,FFA_Round3,Blodir,2.0
207,FFA_Round3,NapoleonBlownapart,1.0
207,FFA_Round3,PRO_BCTV,7.0
207,FFA_Round3,StarDoM,5.0
207,FFA_Round3,[Stud]Lovish,3.0
207,FFA_Round3,[HypE]RupeDogg,2.0
207,FFA_Round3,TM_8D,4.0
207,FFA_Round3,Darth_Revan,9.0
207,FFA_Round3,Blodir,1.0
208,FFA_Round3,NapoleonBlownapart,3.0
208,FFA_Round3,PRO_BCTV,10.0
208,FFA_Round3,StarDoM,4.0
208,FFA_Round3,[Stud]Lovish,2.0
208,FFA_Round3,[HypE]RupeDogg,3.0
208,FFA_Round3,TM_8D,2.0
208,FFA_Round3,Darth_Revan,4.0
208,FFA_Round3,Blodir,4.0
209,FFA_Round3,NapoleonBlownapart,2.0
209,FFA_Round3,PRO_BCTV,6.0
209,FFA_Round3,StarDoM,5.0
209,FFA_Round3,[Stud]Lovish,2.0
209,FFA_Round3,[HypE]RupeDogg,2.0
209,FFA_Round3,TM_8D,7.0
209,FFA_Round3,Darth_Revan,6.0
209,FFA_Round3,Blodir,2.0
210,FFA_Round3,NapoleonBlownapart,3.0
210,FFA_Round3,PRO_BCTV,3.0
210,FFA_Round3,StarDoM,3.0
210,FFA_Round3,[Stud]Lovish,3.0
210,FFA_Round3,[HypE]RupeDogg,3.0
210,FFA_Round3,TM_8D,6.0
210,FFA_Round3,Darth_Revan,5.0
210,FFA_Round3,Blodir,6.0
211,FFA_Round3,NapoleonBlownapart,1.0
211,FFA_Round3,PRO_BCTV,10.0
211,FFA_Round3,StarDoM,1.0
211,FFA_Round3,[Stud]Lovish,2.0
211,FFA_Round3,[HypE]RupeDogg,1.0
211,FFA_Round3,TM_8D,5.0
211,FFA_Round3,Darth_Revan,5.0
211,FFA_Round3,Blodir,7.0
212,FFA_Round3,NapoleonBlownapart,2.0
212,FFA_Round3,PRO_BCTV,4.0
212,FFA_Round3,StarDoM,10.0
212,FFA_Round3,[Stud]Lovish,4.0
212,FFA_Round3,[HypE]RupeDogg,3.0
212,FFA_Round3,TM_8D,2.0
212,FFA_Round3,Darth_Revan,2.0
212,FFA_Round3,Blodir,5.0
213,FFA_Round3,NapoleonBlownapart,2.0
213,FFA_Round3,PRO_BCTV,4.0
213,FFA_Round3,StarDoM,4.0
213,FFA_Round3,[Stud]Lovish,1.0
213,FFA_Round3,[HypE]RupeDogg,4.0
213,FFA_Round3,TM_8D,6.0
213,FFA_Round3,Darth_Revan,6.0
213,FFA_Round3,Blodir,5.0
214,FFA_Round3,NapoleonBlownapart,4.0
214,FFA_Round3,PRO_BCTV,9.0
214,FFA_Round3,StarDoM,4.0
214,FFA_Round3,[Stud]Lovish,4.0
214,FFA_Round3,[HypE]RupeDogg,2.0
214,FFA_Round3,TM_8D,2.0
214,FFA_Round3,Darth_Revan,5.0
214,FFA_Round3,Blodir,2.0
215,FFA_Round3,NapoleonBlownapart,1.0
215,FFA_Round3,PRO_BCTV,2.0
215,FFA_Round3,StarDoM,4.0
215,FFA_Round3,[Stud]Lovish,2.0
215,FFA_Round3,[HypE]RupeDogg,1.0
215,FFA_Round3,TM_8D,9.0
215,FFA_Round3,Darth_Revan,6.0
215,FFA_Round3,Blodir,7.0
216,FFA_Round3,NapoleonBlownapart,1.0
216,FFA_Round3,PRO_BCTV,5.0
216,FFA_Round3,StarDoM,3.0
216,FFA_Round3,[Stud]Lovish,5.0
216,FFA_Round3,[HypE]RupeDogg,1.0
216,FFA_Round3,TM_8D,4.0
216,FFA_Round3,Darth_Revan,9.0
216,FFA_Round3,Blodir,4.0
217,FFA_Round3,NapoleonBlownapart,3.0
217,FFA_Round3,PRO_BCTV,5.0
217,FFA_Round3,StarDoM,5.0
217,FFA_Round3,[Stud]Lovish,3.0
217,FFA_Round3,[HypE]RupeDogg,1.0
217,FFA_Round3,TM_8D,7.0
217,FFA_Round3,Darth_Revan,4.0
217,FFA_Round3,Blodir,4.0
218,FFA_Round3,NapoleonBlownapart,2.0
218,FFA_Round3,PRO_BCTV,9.0
218,FFA_Round3,StarDoM,3.0
218,FFA_Round3,[Stud]Lovish,3.0
218,FFA_Round3,[HypE]RupeDogg,2.0
218,FFA_Round3,TM_8D,1.0
218,FFA_Round3,Darth_Revan,5.0
218,FFA_Round3,Blodir,7.0
219,FFA_Round3,NapoleonBlownapart,4.0
219,FFA_Round3,PRO_BCTV,6.0
219,FFA_Round3,StarDoM,4.0
219,FFA_Round3,[Stud]Lovish,2.0
219,FFA_Round3,[HypE]RupeDogg,5.0
219,FFA_Round3,TM_8D,2.0
219,FFA_Round3,Darth_Revan,6.0
219,FFA_Round3,Blodir,3.0
220,FFA_Round3,NapoleonBlownapart,1.0
220,FFA_Round3,PRO_BCTV,3.0
220,FFA_Round3,StarDoM,4.0
220,FFA_Round3,[Stud]Lovish,5.0
220,FFA_Round3,[HypE]RupeDogg,2.0
220,FFA_Round3,TM_8D,2.0
220,FFA_Round3,Darth_Revan,3.0
220,FFA_Round3,Blodir,12.0
221,FFA_Round3,NapoleonBlownapart,1.0
221,FFA_Round3,PRO_BCTV,6.0
221,FFA_Round3,StarDoM,5.0
221,FFA_Round3,[Stud]Lovish,1.0
221,FFA_Round3,[HypE]RupeDogg,2.0
221,FFA_Round3,TM_8D,5.0
221,FFA_Round3,Darth_Revan,7.0
221,FFA_Round3,Blodir,5.0
222,FFA_Round3,NapoleonBlownapart,2.0
222,FFA_Round3,PRO_BCTV,5.0
222,FFA_Round3,StarDoM,5.0
222,FFA_Round3,[Stud]Lovish,4.0
222,FFA_Round3,[HypE]RupeDogg,4.0
222,FFA_Round3,TM_8D,2.0
222,FFA_Round3,Darth_Revan,5.0
222,FFA_Round3,Blodir,5.0
223,FFA_Round3,NapoleonBlownapart,4.0
223,FFA_Round3,PRO_BCTV,9.0
223,FFA_Round3,StarDoM,2.0
223,FFA_Round3,[Stud]Lovish,2.0
223,FFA_Round3,[HypE]RupeDogg,1.0
223,FFA_Round3,TM_8D,4.0
223,FFA_Round3,Darth_Revan,6.0
223,FFA_Round3,Blodir,4.0
224,FFA_Round3,NapoleonBlownapart,2.0
224,FFA_Round3,PRO_BCTV,7.0
224,FFA_Round3,StarDoM,5.0
224,FFA_Round3,[Stud]Lovish,4.0
224,FFA_Round3,[HypE]RupeDogg,3.0
224,FFA_Round3,TM_8D,1.0
224,FFA_Round3,Darth_Revan,6.0
224,FFA_Round3,Blodir,4.0
225,FFA_Round3,NapoleonBlownapart,2.0
225,FFA_Round3,PRO_BCTV,6.0
225,FFA_Round3,StarDoM,2.0
225,FFA_Round3,[Stud]Lovish,3.0
225,FFA_Round3,[HypE]RupeDogg,3.0
225,FFA_Round3,TM_8D,8.0
225,FFA_Round3,Darth_Revan,6.0
225,FFA_Round3,Blodir,2.0
226,FFA_Round3,NapoleonBlownapart,0.0
226,FFA_Round3,PRO_BCTV,12.0
226,FFA_Round3,StarDoM,1.0
226,FFA_Round3,[Stud]Lovish,4.0
226,FFA_Round3,[HypE]RupeDogg,1.0
226,FFA_Round3,TM_8D,5.0
226,FFA_Round3,Darth_Revan,6.0
226,FFA_Round3,Blodir,3.0
227,FFA_Round3,NapoleonBlownapart,2.0
227,FFA_Round3,PRO_BCTV,7.0
227,FFA_Round3,StarDoM,3.0
227,FFA_Round3,[Stud]Lovish,2.0
227,FFA_Round3,[HypE]RupeDogg,3.0
227,FFA_Round3,TM_8D,5.0
227,FFA_Round3,Darth_Revan,6.0
227,FFA_Round3,Blodir,4.0
228,FFA_Round3,NapoleonBlownapart,2.0
228,FFA_Round3,PRO_BCTV,9.0
228,FFA_Round3,StarDoM,4.0
228,FFA_Round3,[Stud]Lovish,2.0
228,FFA_Round3,[HypE]RupeDogg,0.0
228,FFA_Round3,TM_8D,6.0
228,FFA_Round3,Darth_Revan,4.0
228,FFA_Round3,Blodir,5.0
229,FFA_Round3,NapoleonBlownapart,2.0
229,FFA_Round3,PRO_BCTV,6.0
229,FFA_Round3,StarDoM,3.0
229,FFA_Round3,[Stud]Lovish,5.0
229,FFA_Round3,[HypE]RupeDogg,2.0
229,FFA_Round3,TM_8D,2.0
229,FFA_Round3,Darth_Revan,6.0
229,FFA_Round3,Blodir,6.0
230,FFA_Round3,NapoleonBlownapart,1.0
230,FFA_Round3,PRO_BCTV,5.0
230,FFA_Round3,StarDoM,4.0
230,FFA_Round3,[Stud]Lovish,0.0
230,FFA_Round3,[HypE]RupeDogg,4.0
230,FFA_Round3,TM_8D,7.0
230,FFA_Round3,Darth_Revan,5.0
230,FFA_Round3,Blodir,6.0
231,FFA_Round3,NapoleonBlownapart,2.0
231,FFA_Round3,PRO_BCTV,2.0
231,FFA_Round3,StarDoM,5.0
231,FFA_Round3,[Stud]Lovish,3.0
231,FFA_Round3,[HypE]RupeDogg,4.0
231,FFA_Round3,TM_8D,3.0
231,FFA_Round3,Darth_Revan,6.0
231,FFA_Round3,Blodir,7.0
232,FFA_Round3,NapoleonBlownapart,2.0
232,FFA_Round3,PRO_BCTV,2.0
232,FFA_Round3,StarDoM,6.0
232,FFA_Round3,[Stud]Lovish,5.0
232,FFA_Round3,[HypE]RupeDogg,4.0
232,FFA_Round3,TM_8D,1.0
232,FFA_Round3,Darth_Revan,8.0
232,FFA_Round3,Blodir,4.0
233,FFA_Round3,NapoleonBlownapart,0.0
233,FFA_Round3,PRO_BCTV,6.0
233,FFA_Round3,StarDoM,3.0
233,FFA_Round3,[Stud]Lovish,4.0
233,FFA_Round3,[HypE]RupeDogg,2.0
233,FFA_Round3,TM_8D,3.0
233,FFA_Round3,Darth_Revan,11.0
233,FFA_Round3,Blodir,3.0
234,FFA_Round3,NapoleonBlownapart,2.0
234,FFA_Round3,PRO_BCTV,3.0
234,FFA_Round3,StarDoM,5.0
234,FFA_Round3,[Stud]Lovish,4.0
234,FFA_Round3,[HypE]RupeDogg,3.0
234,FFA_Round3,TM_8D,3.0
234,FFA_Round3,Darth_Revan,7.0
234,FFA_Round3,Blodir,5.0
235,FFA_Round3,NapoleonBlownapart,2.0
235,FFA_Round3,PRO_BCTV,3.0
235,FFA_Round3,StarDoM,4.0
235,FFA_Round3,[Stud]Lovish,5.0
235,FFA_Round3,[HypE]RupeDogg,5.0
235,FFA_Round3,TM_8D,1.0
235,FFA_Round3,Darth_Revan,5.0
235,FFA_Round3,Blodir,7.0
236,FFA_Round3,NapoleonBlownapart,0.0
236,FFA_Round3,PRO_BCTV,4.0
236,FFA_Round3,StarDoM,8.0
236,FFA_Round3,[Stud]Lovish,3.0
236,FFA_Round3,[HypE]RupeDogg,0.0
236,FFA_Round3,TM_8D,4.0
236,FFA_Round3,Darth_Revan,7.0
236,FFA_Round3,Blodir,6.0
237,FFA_Round3,NapoleonBlownapart,2.0
237,FFA_Round3,PRO_BCTV,7.0
237,FFA_Round3,StarDoM,4.0
237,FFA_Round3,[Stud]Lovish,4.0
237,FFA_Round3,[HypE]RupeDogg,0.0
237,FFA_Round3,TM_8D,6.0
237,FFA_Round3,Darth_Revan,3.0
237,FFA_Round3,Blodir,6.0
238,FFA_Round3,NapoleonBlownapart,5.0
238,FFA_Round3,PRO_BCTV,2.0
238,FFA_Round3,StarDoM,4.0
238,FFA_Round3,[Stud]Lovish,5.0
238,FFA_Round3,[HypE]RupeDogg,0.0
238,FFA_Round3,TM_8D,3.0
238,FFA_Round3,Darth_Revan,7.0
238,FFA_Round3,Blodir,6.0
239,FFA_Round3,NapoleonBlownapart,2.0
239,FFA_Round3,PRO_BCTV,6.0
239,FFA_Round3,StarDoM,2.0
239,FFA_Round3,[Stud]Lovish,3.0
239,FFA_Round3,[HypE]RupeDogg,1.0
239,FFA_Round3,TM_8D,3.0
239,FFA_Round3,Darth_Revan,3.0
239,FFA_Round3,Blodir,12.0
240,FFA_Round3,NapoleonBlownapart,1.0
240,FFA_Round3,PRO_BCTV,8.0
240,FFA_Round3,StarDoM,5.0
240,FFA_Round3,[Stud]Lovish,0.0
240,FFA_Round3,[HypE]RupeDogg,4.0
240,FFA_Round3,TM_8D,3.0
240,FFA_Round3,Darth_Revan,6.0
240,FFA_Round3,Blodir,5.0
241,FFA_Round3,NapoleonBlownapart,4.0
241,FFA_Round3,PRO_BCTV,5.0
241,FFA_Round3,StarDoM,3.0
241,FFA_Round3,[Stud]Lovish,2.0
241,FFA_Round3,[HypE]RupeDogg,1.0
241,FFA_Round3,TM_8D,5.0
241,FFA_Round3,Darth_Revan,7.0
241,FFA_Round3,Blodir,5.0
242,FFA_Round3,NapoleonBlownapart,5.0
242,FFA_Round3,PRO_BCTV,2.0
242,FFA_Round3,StarDoM,8.0
242,FFA_Round3,[Stud]Lovish,2.0
242,FFA_Round3,[HypE]RupeDogg,1.0
242,FFA_Round3,TM_8D,3.0
242,FFA_Round3,Darth_Revan,4.0
242,FFA_Round3,Blodir,7.0
243,FFA_Round3,NapoleonBlownapart,3.0
243,FFA_Round3,PRO_BCTV,7.0
243,FFA_Round3,StarDoM,4.0
243,FFA_Round3,[Stud]Lovish,0.0
243,FFA_Round3,[HypE]RupeDogg,4.0
243,FFA_Round3,TM_8D,6.0
243,FFA_Round3,Darth_Revan,3.0
243,FFA_Round3,Blodir,5.0
244,FFA_Round3,NapoleonBlownapart,1.0
244,FFA_Round3,PRO_BCTV,7.0
244,FFA_Round3,StarDoM,4.0
244,FFA_Round3,[Stud]Lovish,3.0
244,FFA_Round3,[HypE]RupeDogg,0.0
244,FFA_Round3,TM_8D,4.0
244,FFA_Round3,Darth_Revan,5.0
244,FFA_Round3,Blodir,8.0
245,FFA_Round3,NapoleonBlownapart,3.0
245,FFA_Round3,PRO_BCTV,4.0
245,FFA_Round3,StarDoM,10.0
245,FFA_Round3,[Stud]Lovish,5.0
245,FFA_Round3,[HypE]RupeDogg,0.0
245,FFA_Round3,TM_8D,5.0
245,FFA_Round3,Darth_Revan,4.0
245,FFA_Round3,Blodir,1.0
246,FFA_Round3,NapoleonBlownapart,0.0
246,FFA_Round3,PRO_BCTV,7.0
246,FFA_Round3,StarDoM,3.0
246,FFA_Round3,[Stud]Lovish,4.0
246,FFA_Round3,[HypE]RupeDogg,0.0
246,FFA_Round3,TM_8D,4.0
246,FFA_Round3,Darth_Revan,11.0
246,FFA_Round3,Blodir,3.0
247,FFA_Round3,NapoleonBlownapart,2.0
247,FFA_Round3,PRO_BCTV,2.0
247,FFA_Round3,StarDoM,3.0
247,FFA_Round3,[Stud]Lovish,3.0
247,FFA_Round3,[HypE]RupeDogg,1.0
247,FFA_Round3,TM_8D,5.0
247,FFA_Round3,Darth_Revan,10.0
247,FFA_Round3,Blodir,6.0
248,FFA_Round3,NapoleonBlownapart,1.0
248,FFA_Round3,PRO_BCTV,4.0
248,FFA_Round3,StarDoM,4.0
248,FFA_Round3,[Stud]Lovish,6.0
248,FFA_Round3,[HypE]RupeDogg,4.0
248,FFA_Round3,TM_8D,3.0
248,FFA_Round3,Darth_Revan,8.0
248,FFA_Round3,Blodir,2.0
249,FFA_Round3,NapoleonBlownapart,4.0
249,FFA_Round3,PRO_BCTV,2.0
249,FFA_Round3,StarDoM,5.0
249,FFA_Round3,[Stud]Lovish,4.0
249,FFA_Round3,[HypE]RupeDogg,1.0
249,FFA_Round3,TM_8D,4.0
249,FFA_Round3,Darth_Revan,6.0
249,FFA_Round3,Blodir,6.0
250,FFA_Round3,NapoleonBlownapart,0.0
250,FFA_Round3,PRO_BCTV,9.0
250,FFA_Round3,StarDoM,2.0
250,FFA_Round3,[Stud]Lovish,2.0
250,FFA_Round3,[HypE]RupeDogg,5.0
250,FFA_Round3,TM_8D,1.0
250,FFA_Round3,Darth_Revan,7.0
250,FFA_Round3,Blodir,6.0
251,FFA_Round3,NapoleonBlownapart,3.0
251,FFA_Round3,PRO_BCTV,5.0
251,FFA_Round3,StarDoM,1.0
251,FFA_Round3,[Stud]Lovish,3.0
251,FFA_Round3,[HypE]RupeDogg,3.0
251,FFA_Round3,TM_8D,4.0
251,FFA_Round3,Darth_Revan,10.0
251,FFA_Round3,Blodir,3.0
252,FFA_Round3,NapoleonBlownapart,2.0
252,FFA_Round3,PRO_BCTV,8.0
